id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
1095706,Q302,1095706,Jesus,Jesus,RELIGIOUS FIGURE,0.0,M,,False,249,34,Herodian Kingdom of Judea,31.78333333,35.21666667,33141450.0,Israel,,-4.0,Jerusalem,31.78333333,35.21666667,16043.0,Israel,,33.0,,,False,19.945919036070162,2020.0,5100557.0,5.491039416898795,95.52157509745837
2731583,Q352,2731583,Adolf_Hitler,Adolf Hitler,POLITICIAN,0.0,M,,False,216,34,Braunau am Inn,48.25833333,13.035,184475.0,Austria,1889-04-20,1889.0,Berlin,52.52,13.405,3354.0,Germany,1945-04-30,1945.0,Austria,Germany,False,15.242450958208394,131.0,10015244.0,5.444756894655481,95.48941975695463
29688374,Q307,29688374,Galileo_Galilei,Galileo Galilei,ASTRONOMER,0.0,M,,False,183,34,Pisa,43.71666667,10.4,24636.0,Italy,1564-02-15,1564.0,Arcetri,43.75485,11.2518,1516706.0,Italy,1642-01-08,1642.0,Florence,,False,17.874036204966487,456.0,3121286.0,4.361818596005314,95.3471136099765
19334,Q6101,19334,Marco_Polo,Marco Polo,EXPLORER,0.0,M,,False,161,34,Venice,45.4375,12.33583333,32616.0,Italy,1254-09-15,1254.0,Venice,45.4375,12.33583333,32616.0,Italy,1324-01-08,1324.0,Venice,Venice,False,21.42109317672589,766.0,1950697.0,3.396533526482349,95.22917765653635
25664190,Q913,25664190,Socrates,Socrates,PHILOSOPHER,0.0,M,,False,180,34,Alopece,37.95,23.749997,46190844.0,Greece,,-470.0,Athens,37.98397222,23.72780556,1216.0,Greece,0399-02-15 BC,-399.0,,Athens,False,16.877694504557773,2490.0,3171394.0,4.406702462486279,95.1596653609072
4848272,Q22686,4848272,Donald_Trump,Donald Trump,POLITICIAN,0.0,M,realDonaldTrump,True,213,34,Queens,40.75,-73.86666667,45579.0,United States,1946-06-14,1946.0,,,,,,,,United States,,False,20.57462350068937,74.0,10221172.0,3.8310387439306273,94.94880308819187
9906294,Q1339,9906294,Johann_Sebastian_Bach,Johann Sebastian Bach,COMPOSER,0.0,M,,False,181,34,Eisenach,50.97611111,10.32055556,59771.0,Germany,1685-03-21,1685.0,Leipzig,51.33333333,12.38333333,17955.0,Germany,1750-07-28,1750.0,Holy Roman Empire,Saxony,False,18.50006493228772,335.0,2715775.0,3.9210412080687314,94.83112821636524
736,Q937,736,Albert_Einstein,Albert Einstein,PHYSICIST,0.0,M,,False,209,34,Ulm,48.4,9.98333333,189455.0,Germany,1879-03-14,1879.0,"Princeton, New Jersey",40.358244,-74.666728,84658.0,United States,1955-04-18,1955.0,Germany,United States,False,15.687620155889384,141.0,7078600.0,5.328956444837249,94.79355039217691
21019,Q5592,21019,Michelangelo,Michelangelo,PAINTER,0.0,M,,False,196,34,Arezzo,43.47333333,11.87,99189.0,Italy,1475-03-06,1475.0,Rome,41.88333333,12.5,25458.0,Italy,1564-02-18,1564.0,,Papal States,False,15.952019418910975,545.0,2561661.0,4.645860112867843,94.64203389500405
32897,Q692,32897,William_Shakespeare,William Shakespeare,WRITER,0.0,M,,False,202,34,Stratford-upon-Avon,52.19277778,-1.70638889,58882.0,United Kingdom,1564-04-23,1564.0,Stratford-upon-Avon,52.19277778,-1.70638889,58882.0,United Kingdom,1616-04-23,1616.0,,,False,14.229032859242489,456.0,3938135.0,5.8671554797859455,94.5476472602364
7567080,Q9554,7567080,Martin_Luther,Martin Luther,RELIGIOUS FIGURE,0.0,M,,False,168,34,Eisleben,51.51666667,11.55,1081962.0,Germany,1483-11-10,1483.0,Eisleben,51.51666667,11.55,1081962.0,Germany,1546-02-18,1546.0,Holy Roman Empire,,False,16.382013514829453,537.0,2661950.0,4.268850518269084,94.31472514082175
5635,Q7322,5635,Christopher_Columbus,Christopher Columbus,EXPLORER,0.0,M,,False,186,34,Genoa,44.41111111,8.93277778,47332321.0,Italy,,1451.0,Valladolid,41.65277778,-4.72361111,69311.0,Spain,1506-05-20,1506.0,Genoa,,False,12.748799923713918,569.0,4555039.0,5.5841956140841775,94.24198925160823
19577,Q9077,19577,Moses,Moses,RELIGIOUS FIGURE,0.0,M,,False,137,34,Land of Goshen,30.87222222,31.4775,60847.0,Egypt,,-1393.0,Mount Nebo,31.76666667,35.725,528965.0,Jordan,,-1273.0,,,False,16.668580322543498,3413.0,3196725.0,3.83230647717185,94.11066745133604
1844,Q8739,1844,Archimedes,Archimedes,MATHEMATICIAN,0.0,M,,False,166,34,"Syracuse, Sicily",37.06916667,15.2875,28441.0,Italy,,-287.0,"Syracuse, Sicily",37.06916667,15.2875,28441.0,Italy,0212-01-01 BC,-212.0,Syracuse,,False,20.28776845069427,2307.0,1429987.0,4.014863210148576,93.92727499732314
1436,Q9181,1436,Abraham,Abraham,RELIGIOUS FIGURE,0.0,M,,False,144,33,Mesopotamia,33.7,43.5,,Iraq,,-1813.0,Canaan,32.0,35.0,50250.0,Israel,,-1638.0,,Egypt,False,16.595133921930508,3833.0,2460911.0,3.847978188047634,93.67735059818972
26743,Q9215,26743,Sigmund_Freud,Sigmund Freud,PSYCHOLOGIST,0.0,M,,False,163,33,Příbor,49.63861111,18.14388889,2663085.0,Czechia,1856-05-06,1856.0,Hampstead,51.5541,-0.1744,94033.0,United Kingdom,1939-09-23,1939.0,,United Kingdom,False,13.717544457920846,164.0,6980303.0,4.280010901547544,93.67497865704992
5823,Q4604,5823,Confucius,Confucius,PHILOSOPHER,0.0,M,,False,214,33,Qufu,35.5819,116.9862,611475.0,China,,-551.0,Qufu,35.6,116.98333333299999,611475.0,China,,-479.0,,,False,15.482776214193981,2571.0,1709583.0,5.215692301136376,93.64056426180571
32603,Q5582,32603,Vincent_van_Gogh,Vincent van Gogh,PAINTER,0.0,M,,False,197,33,Zundert,51.46666667,4.66666667,118760.0,Netherlands,1853-03-30,1853.0,Auvers-sur-Oise,49.0725,2.175,3124632.0,France,1890-07-29,1890.0,Netherlands,,False,15.162057605076097,167.0,4367571.0,4.985559347741878,93.60248500833045
323592,Q619,323592,Nicolaus_Copernicus,Nicolaus Copernicus,ASTRONOMER,0.0,M,,False,158,33,Toruń,53.02222222,18.61111111,31258.0,Poland,1473-02-19,1473.0,Frombork,54.357,19.680999999999997,68271.0,Poland,1543-05-24,1543.0,,,False,16.8281541761407,547.0,1883613.0,3.9034186198471112,93.50834547028495
19914843,Q1496,19914843,Ferdinand_Magellan,Ferdinand Magellan,EXPLORER,0.0,M,,False,154,33,Sabrosa,41.28444444,-7.595,3572798.0,Portugal,1480-10-17,1480.0,Mactan,10.3,123.96666667,479981.0,Philippines,1521-04-27,1521.0,,,False,19.18289033800395,540.0,1391274.0,3.6007024267350616,93.4795918904643
3395,Q9441,3395,Gautama_Buddha,Gautama Buddha,PHILOSOPHER,0.0,M,,False,185,33,Lumbini,27.48138889,83.27583333,204326.0,Nepal,0566-04-08 BC,-566.0,Kushinagar,26.741,83.88799999999999,33686220.0,India,,-452.0,,,False,14.23393738080174,2583.0,2704165.0,5.586239399270352,93.4682486612815
13623554,Q5809,13623554,Che_Guevara,Che Guevara,SOCIAL ACTIVIST,0.0,M,,False,157,33,"Rosario, Santa Fe",-32.9575,-60.63944444,592784.0,Argentina,1928-06-14,1928.0,La Higuera,-18.78333333,-64.21666667,576410.0,Bolivia,1967-10-09,1967.0,Argentina,,False,20.219030564458606,92.0,3660108.0,3.3211668764048166,93.40715531154272
18553,Q7742,18553,Louis_XIV_of_France,Louis XIV of France,POLITICIAN,0.0,M,,False,120,33,Château de Saint-Germain-en-Laye,48.89805556,2.09638889,6227909.0,France,1638-09-05,1638.0,Palace of Versailles,48.8048,2.1203,53316.0,France,1715-09-01,1715.0,France,France,False,15.207674460970605,382.0,3897926.0,3.3176905188384156,93.36694819736604
1273,Q1405,1273,Augustus,Augustus,POLITICIAN,0.0,M,,False,185,33,Rome,41.88333333,12.5,25458.0,Italy,,-63.0,Nola,40.92611111,14.5275,24570264.0,Italy,0014-08-19,14.0,Rome,,False,14.104835787130432,2083.0,2425172.0,5.224664809934799,93.31905977998504
8145410,Q1035,8145410,Charles_Darwin,Charles Darwin,BIOLOGIST,0.0,M,,False,185,33,"The Mount, Shrewsbury",52.71277778,-2.76319444,1123988.0,United Kingdom,1809-02-12,1809.0,Down House,51.33138889,0.05333333,646334.0,United Kingdom,1882-04-19,1882.0,,,False,16.66791368076578,211.0,2874168.0,4.696288518948773,93.28949855811756
16743,Q9061,16743,Karl_Marx,Karl Marx,ECONOMIST,0.0,M,,False,188,33,Trier,49.75,6.63333333,30317.0,Germany,1818-05-05,1818.0,London,51.50722222,-0.1275,17867.0,United Kingdom,1883-03-14,1883.0,Prussia,United Kingdom,False,14.386464574216454,202.0,4036652.0,5.044970287660084,93.22596978836219
73513,Q345,73513,"Mary,_mother_of_Jesus","Mary, mother of Jesus",RELIGIOUS FIGURE,0.0,F,,False,136,33,Nazareth,32.70194444,35.30333333,1213367.0,Israel,,-100.0,,,,,,,100.0,,,False,18.209113588388146,2120.0,1847321.0,3.7419498800574185,93.21255430209986
14631,Q9312,14631,Immanuel_Kant,Immanuel Kant,PHILOSOPHER,0.0,M,,False,159,33,Königsberg,54.71666667,20.51666667,15413504.0,Russia,1724-04-22,1724.0,Königsberg,54.71666667,20.51666667,15413504.0,Russia,1804-02-12,1804.0,Prussia,Prussia,False,17.171724510696713,296.0,2254882.0,3.926830492871179,93.13362587525458
12153654,Q9682,12153654,Elizabeth_II,Elizabeth II,NOBLEMAN,0.0,F,,True,173,33,Mayfair,51.508755,-0.14743,94167.0,United Kingdom,1926-04-21,1926.0,,,,,,,,United Kingdom,,False,11.342986594049744,94.0,13621472.0,5.545788599036003,93.04776992873964
31665644,Q33923,31665644,Saint_Peter,Saint Peter,RELIGIOUS FIGURE,0.0,M,,False,119,33,Bethsaida,32.91,35.63055556,1213367.0,Israel,0001-01-01 BC,-1.0,Rome,41.88333333,12.5,25458.0,Italy,,67.0,Rome,Rome,False,19.83359843410523,2019.0,1644876.0,3.323311666976128,92.98063670720428
8169,Q1067,8169,Dante_Alighieri,Dante Alighieri,WRITER,0.0,M,,False,177,33,Florence,43.78333333,11.25,11525.0,Italy,,1265.0,Ravenna,44.41666667,12.2,37409.0,Italy,1321-09-14,1321.0,Holy Roman Empire,,False,14.707958400764866,755.0,1794461.0,4.5454180948925424,92.90618060445854
25525,Q9191,25525,René_Descartes,René Descartes,PHILOSOPHER,0.0,M,,False,154,33,"Descartes, Indre-et-Loire",46.9744,0.6986,2428709.0,France,1596-03-31,1596.0,Stockholm,59.32944444,18.06861111,26741.0,Sweden,1650-02-11,1650.0,,Sweden,False,15.592516395477354,424.0,2025800.0,4.136867082898108,92.74489072269917
29922,Q11812,29922,Thomas_Jefferson,Thomas Jefferson,POLITICIAN,0.0,M,,False,143,33,"Shadwell, Virginia",38.01238283,-78.41777783,1672352.0,United States,1743-04-13,1743.0,"Charlottesville, Virginia",38.0299,-78.479,91343.0,United States,1826-07-04,1826.0,,,False,21.76727329816701,277.0,1171501.0,3.019628532258392,92.6929801721758
15641,Q855,15641,Joseph_Stalin,Joseph Stalin,POLITICIAN,0.0,M,,False,182,33,"Gori, Georgia",41.96666667,44.1,427368.0,Georgia,1879-12-09,1879.0,Kuntsevo Dacha,55.72444444,37.48583333,27544418.0,Russia,1953-03-05,1953.0,,,False,13.437036928195624,141.0,5277106.0,5.33017926162298,92.61190002044071
29778,Q8743,29778,Thomas_Edison,Thomas Edison,INVENTOR,0.0,M,,False,168,33,"Milan, Ohio",41.29333333,-82.60138889,150899.0,United States,1847-02-11,1847.0,"West Orange, New Jersey",40.785755,-74.265058,21229975.0,United States,1931-10-18,1931.0,,,False,16.802337422431027,173.0,2954792.0,4.640544983227247,92.59470754317135
11015252,Q1394,11015252,Vladimir_Lenin,Vladimir Lenin,POLITICIAN,0.0,M,,False,188,33,Ulyanovsk,54.31666667,48.36666667,30876339.0,Russia,1870-04-22,1870.0,Gorki Leninskiye,55.5045,37.76502778,381041.0,Russia,1924-01-21,1924.0,Russia,,False,14.331415534486506,150.0,3834096.0,5.111111883730633,92.51501366506712
1130,Q8011,1130,Avicenna,Avicenna,PHILOSOPHER,0.0,M,,False,138,33,Bukhara Region,40.16666667,63.66666667,2187292.0,Uzbekistan,0980-08-22,980.0,Hamadan,34.8,48.51666667,43610555.0,Iran,1037-06-21,1037.0,,,False,14.88769514126482,1040.0,1947217.0,3.606609203664549,92.50853213220113
16509,Q7226,16509,Joan_of_Arc,Joan of Arc,MILITARY PERSONNEL,0.0,F,,False,142,33,Domrémy-la-Pucelle,48.4431,5.6758,238511.0,France,,1412.0,Rouen,49.44277778,1.08861111,49114.0,France,1431-05-30,1431.0,,,False,12.886659100286016,608.0,2874850.0,4.304805407067068,92.46168534210541
45080,Q7328,45080,Vasco_da_Gama,Vasco da Gama,EXPLORER,0.0,M,,False,149,33,Sines,37.95472222,-8.86444444,1854133.0,Portugal,,1460.0,Kochi,9.97,76.28,56274.0,India,1524-12-24,1524.0,,,False,19.123621875302945,551.0,1094044.0,3.9833433260273816,92.45472821974165
