article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index,HPI
229575,Michel Ney,Male,1769,Saarland,,Germany,Europe,49.31667,6.75,Military Personnel,Military,Institutions,40,1583439,39586,24.6112,66.6163224
40225,George IV of the United Kingdom,Male,1762,London,,United Kingdom,Europe,51.50472,-0.1375,Politician,Government,Institutions,56,5136413,91722,24.6109,66.61496581
763478,Ivan Aivazovsky,Male,1817,Crimea,,Russia,Europe,45.04889,35.37917,Painter,Fine Arts,Arts,45,1106208,24582,24.6109,66.61496581
391067,Thorismund,Male,400,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,147093,5657,24.6104,66.61270484
151080,"Matthias, Holy Roman Emperor",Male,1557,Vienna,,Austria,Europe,48.2,16.36667,Politician,Government,Institutions,43,397675,9248,24.6088,66.60546974
85775,Junianus Justinus,Male,300,Other,,Unknown,Unknown,,,Historian,History,Humanities,32,95746,2992,24.6074,66.59913902
231338,Cleon,Male,-450,Athens,,Greece,Europe,37.96667,23.71667,Extremist,Outlaws,Public Figure,28,397559,14199,24.6074,66.59913902
156640,Alexandre Dumas,Male,1824,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,50,882308,17646,24.6073,66.59868683
39879,Alan Rickman,Male,1946,Hammersmith,,United Kingdom,Europe,51.4928,-0.2229,Actor,Film And Theatre,Arts,44,15393725,349857,24.6069,66.59687805
312772,Jacob Burckhardt,Male,1818,Basel,,Switzerland,Europe,47.56667,7.6,Historian,History,Humanities,31,1003729,32378,24.6064,66.59461708
164622,Mika Waltari,Male,1908,Helsinki,,Finland,Europe,60.17083,24.9375,Writer,Language,Humanities,37,1048292,28332,24.604,66.58376442
51418,Nikos Kazantzakis,Male,1883,Heraklion,,Greece,Europe,35.33333,25.13333,Writer,Language,Humanities,36,1885493,52375,24.6028,66.5783381
187688,Soseki Natsume,Male,1867,Tokyo,,Japan,Asia,35.68333,139.68333,Writer,Language,Humanities,37,4175800,112859,24.6024,66.57652932
433760,Nezami,Male,1141,Ganja,,Azerbaijan,Asia,40.68278,46.36056,Writer,Language,Humanities,35,1023533,29244,24.602,66.57472054
73953,Leo IV the Khazar,Male,750,Other,,Unknown,Unknown,,,Politician,Government,Institutions,38,260831,6864,24.6012,66.57110299
4749442,Vasco NÃºÃ±ez de Balboa,Male,1475,Badajos,,Spain,Europe,38.31667,-6.76667,Explorer,Explorers,Exploration,42,3034533,72251,24.6009,66.56974641
4826588,Ludwig von Mises,Male,1881,Lviv,,Ukraine,Europe,49.85,24.01667,Economist,Social Sciences,Science & Technology,42,2123480,50559,24.6007,66.56884202
15980,James K. Polk,Male,1795,Pineville,NC,United States,North America,35.08574,-80.88817,Politician,Government,Institutions,87,4746305,54555,24.5982,66.55753717
37782,Edward Teller,Male,1908,Budapest,,Hungary,Europe,47.4925,19.05139,Physicist,Natural Sciences,Science & Technology,49,2421447,49417,24.5971,66.55256304
19992,Murad IV,Male,1612,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,47,1097338,23348,24.597,66.55211084
514090,John of Austria,Male,1547,Regensburg,,Germany,Europe,49.01667,12.08333,Military Personnel,Military,Institutions,28,983196,35114,24.5963,66.54894548
19760658,Saparmurat Niyazov,Male,1940,Gypjak,,Turkmenistan,Asia,38,58.25056,Politician,Government,Institutions,61,1681104,27559,24.5955,66.54532793
85301,Pope Nicholas I,Male,820,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,51,384737,7544,24.5937,66.53718844
316443,Saigo Takamori,Male,1828,Kagoshima,,Japan,Asia,31.59849,130.55461,Military Personnel,Military,Institutions,27,5186015,192075,24.5933,66.53537966
24058,Pope Boniface VI,Male,800,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,48,463635,9659,24.5931,66.53447527
882300,Nicolas FranÃ§ois Appert,Male,1749,ChÃ¢lons-en-Champagne,,France,Europe,,,Inventor,Invention,Science & Technology,75,624188,8323,24.592,66.52950114
24146,Pope Clement XII,Male,1652,Florence,,Italy,Europe,43.78333,11.25,Religious Figure,Religion,Institutions,56,836187,14932,24.5901,66.52090945
191819,Ernest Renan,Male,1823,TrÃ©guier,,France,Europe,48.7858,-3.2311,Philosopher,Philosophy,Humanities,34,1238611,36430,24.5893,66.5172919
57520,Yehudi Menuhin,Male,1916,New York,NY,United States,North America,40.7127,-74.0059,Musician,Music,Arts,40,1852936,46323,24.5891,66.51638751
240550,Trygve Lie,Male,1896,Oslo,,Norway,Europe,59.95,10.75,Politician,Government,Institutions,53,868391,16385,24.589,66.51593532
182161,Gaius Caesar,Male,-20,Rome,,Italy,Europe,41.9,12.5,Nobleman,Government,Institutions,28,423379,15121,24.5884,66.51322215
48187,William Ramsay,Male,1852,Glasgow,,United Kingdom,Europe,55.858,-4.259,Chemist,Natural Sciences,Science & Technology,55,699844,12724,24.5884,66.51322215
67030,Errol Flynn,Male,1909,Hobart,,Australia,Oceania,,,Actor,Film And Theatre,Arts,59,6591271,111716,24.5884,66.51322215
184549,Samuel Hahnemann,Male,1755,Meissen,,Germany,Europe,51.16667,13.48333,Physician,Medicine,Science & Technology,40,971985,24300,24.588,66.51141338
206955,Johanna Spyri,Female,1827,Hirzel,,Switzerland,Europe,47.21667,8.6,Writer,Language,Humanities,34,811806,23877,24.5876,66.5096046
723455,Crazy Horse,Male,1840,Rapid City,SD,United States,North America,44.076,-103.228,Politician,Government,Institutions,38,4314639,113543,24.5869,66.50643924
335251,Jacinto Benavente,Male,1866,Madrid,,Spain,Europe,40.4,-3.68333,Writer,Language,Humanities,60,888007,14800,24.5861,66.50282169
199158,Mark Knopfler,Male,1949,Glasgow,,United Kingdom,Europe,55.858,-4.259,Musician,Music,Arts,41,8534134,208150,24.5852,66.49875194
50526,Robert Walpole,Male,1676,Houghton,,United Kingdom,Europe,52.8274,0.6542,Public Worker,Government,Institutions,50,1374877,27498,24.5851,66.49829975
24302,Pope Urban VI,Male,1318,Naples,,Italy,Europe,40.845,14.25833,Religious Figure,Religion,Institutions,48,727208,15150,24.5849,66.49739536
1588837,Panaetius,Male,-185,Rhodes,,Greece,Europe,36.16667,28,Philosopher,Philosophy,Humanities,27,179867,6662,24.5848,66.49694317
24199,Pope Gregory X,Male,1210,Piacenza,,Italy,Europe,45.04778,9.70056,Religious Figure,Religion,Institutions,51,570274,11182,24.5844,66.49513439
166606,Allan Kardec,Male,1804,Lyon,,France,Europe,45.76,4.84,Philosopher,Philosophy,Humanities,32,2481460,77546,24.5842,66.49423
759024,Werner von Blomberg,Male,1878,Stargard SzczeciÅ„ski,,Poland,Europe,53.33333,15.05,Military Personnel,Military,Institutions,31,1197128,38617,24.5838,66.49242123
101883,Abd al-Malik,Male,646,Medina,,Saudi Arabia,Asia,24.46667,39.6,Politician,Government,Institutions,40,696712,17418,24.5833,66.49016026
129237,Donald Sutherland,Male,1935,Saint John,,Canada,North America,45.2796,-66.0628,Actor,Film And Theatre,Arts,45,8581155,190692,24.581,66.47975979
46547,Samuil of Bulgaria,Male,958,Prilep,,Republic Of Macedonia,Europe,41.34444,21.55278,Politician,Government,Institutions,30,648353,21612,24.5809,66.4793076
458312,Jakob BÃ¶hme,Male,1575,SulikÃ³w,,Poland,Europe,51.07583,15.06694,Philosopher,Philosophy,Humanities,34,674342,19834,24.5807,66.47840321
2016343,Cleopatra III of Egypt,Female,-161,Other,,Egypt,Africa,,,Politician,Government,Institutions,27,366160,13561,24.5796,66.47342908
235929,Pomponius Mela,Male,40,Algeciras,,Spain,Europe,36.1275,-5.45389,Geographer,Social Sciences,Science & Technology,27,272834,10105,24.5792,66.4716203
19280644,Eleanor Roosevelt,Female,1884,New York,NY,United States,North America,40.7127,-74.0059,Social Activist,Activism,Public Figure,60,7658473,127641,24.5787,66.46935933
37794,Felix Edmundovich Dzerzhinsky,Male,1877,Belarus,,Belarus,Europe,,,Politician,Government,Institutions,41,1552092,37856,24.578,66.46619397
74228,John VIII Palaiologos,Male,1392,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,37,380768,10291,24.5764,66.45895887
252887,Sancho I of Portugal,Male,1154,Coimbra,,Portugal,Europe,40.21111,-8.42917,Politician,Government,Institutions,33,429081,13002,24.5762,66.45805448
87384,Hilary of Poitiers,Male,300,Poitiers,,France,Europe,46.58,0.34,Physician,Medicine,Science & Technology,38,452950,11920,24.5761,66.45760229
42874,Elia Kazan,Male,1909,Istanbul,,Turkey,Asia,41.01224,28.97602,Film Director,Film And Theatre,Arts,45,3106602,69036,24.5751,66.45308035
103360,Benito JuÃ¡rez,Male,1806,San Pablo Guelatao,,Mexico,North America,17.317,-96.5,Politician,Government,Institutions,44,10255712,233084,24.5748,66.45172376
740416,Monica of Hippo,Female,331,Souk Ahras,,Algeria,Africa,36.28639,7.95111,Religious Figure,Religion,Institutions,28,941848,33637,24.5748,66.45172376
70700,Francis II of France,Male,1544,Paris,,France,Europe,48.40222,2.70056,Politician,Government,Institutions,54,1958870,36275,24.5746,66.45081938
13049,George Eliot,Female,1819,Nuneaton,,United Kingdom,Europe,52.523,-1.4683,Writer,Language,Humanities,49,3699355,75497,24.5741,66.44855841
252155,Adolf Galland,Male,1912,Herten,,Germany,Europe,51.6,7.13333,Pilot,Military,Institutions,31,1956026,63098,24.5741,66.44855841
105407,Rod Stewart,Male,1945,Highgate,,United Kingdom,Europe,51.5716,-0.1448,Singer,Music,Arts,43,13374383,311032,24.574,66.44810621
51335,Amartya Sen,Male,1933,Santiniketan,,India,Asia,23.68,87.68,Economist,Social Sciences,Science & Technology,55,4651104,84566,24.5738,66.44720182
213059,Wen Jiabao,Male,1942,Tianjin,,China,Asia,39.13333,117.18333,Politician,Government,Institutions,60,4443744,74062,24.5726,66.44177549
51333,MiloÅ¡ Forman,Male,1932,ÄŒÃ¡slav,,Czech Republic,Europe,49.91167,15.395,Film Director,Film And Theatre,Arts,46,2502920,54411,24.5726,66.44177549
363877,Pope John XVIII,Male,950,Rapagnano,,Italy,Europe,43.16667,13.6,Religious Figure,Religion,Institutions,46,349360,7595,24.5708,66.433636
178303,LÃ©o Delibes,Male,1836,La FlÃ¨che,,France,Europe,47.6959,-0.0747,Composer,Music,Arts,34,983470,28926,24.5707,66.43318381
255486,Reinhold Messner,Male,1944,Brixen,,Italy,Europe,46.71667,11.65,Mountaineer,Individual Sports,Sports,41,3860319,94154,24.5706,66.43273161
95359,Alexis I of Russia,Male,1629,Moscow,,Russia,Europe,55.75,37.61667,Politician,Government,Institutions,46,1821691,39602,24.5697,66.42866187
84546,Seleucus II Callinicus,Male,-265,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,184713,7104,24.5683,66.42233115
46861,Henry IV of England,Male,1366,Lincolnshire,,United Kingdom,Europe,53.16414,0.01638,Nobleman,Government,Institutions,52,3179638,61147,24.5672,66.41735702
72587,Frederick I of Prussia,Male,1657,Kaliningrad,,Russia,Europe,54.71667,20.51667,Politician,Government,Institutions,43,850373,19776,24.5668,66.41554824
39570,John Logie Baird,Male,1888,Helensburgh,,United Kingdom,Europe,56.01667,-4.73333,Inventor,Invention,Science & Technology,53,2580190,48683,24.5665,66.41419166
17087,Konstantin Tsiolkovsky,Male,1857,Spassky District,,Russia,Europe,,,Engineer,Engineering,Science & Technology,50,1047149,20943,24.5661,66.41238288
399839,Maria Theresa of Spain,Female,1638,El Escorial,,Spain,Europe,40.58889,-4.14778,Companion,Companions,Public Figure,32,1174222,36694,24.5659,66.41147849
391080,Theodoric II,Male,420,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,200014,7693,24.5654,66.40921752
437373,Umar II,Male,682,Medina,,Saudi Arabia,Asia,24.46667,39.6,Politician,Government,Institutions,30,1430026,47668,24.5654,66.40921752
23790,Pope Alexander VIII,Male,1610,Venice,,Italy,Europe,45.4375,12.33583,Religious Figure,Religion,Institutions,57,691559,12133,24.5647,66.40605217
27485318,"Henry VI, Holy Roman Emperor",Male,1165,Nijmegen,,Netherlands,Europe,51.85,5.86667,Politician,Government,Institutions,39,345824,8867,24.5646,66.40559997
222603,Pasquale Paoli,Male,1725,Morosaglia,,France,Europe,42.433,9.317,Politician,Government,Institutions,30,674155,22472,24.5638,66.40198242
53382,Camillo Golgi,Male,1843,CÃ³rteno Golgi,,Italy,Europe,46.16694,10.24444,Physician,Medicine,Science & Technology,49,809084,16512,24.5627,66.39700828
37661,Alfred Kinsey,Male,1894,Hoboken,NJ,United States,North America,40.75,-74.03,Psychologist,Social Sciences,Science & Technology,42,3310713,78827,24.5622,66.39474731
189474,Chaim Weizmann,Male,1874,Pinsk,,Belarus,Europe,52.31667,25.6,Politician,Government,Institutions,47,1378595,29332,24.5617,66.39248634
63179,Friedrich DÃ¼rrenmatt,Male,1921,Konolfingen,,Switzerland,Europe,46.88333,7.61667,Writer,Language,Humanities,45,3153901,70087,24.561,66.38932099
36948,Giuseppe Mazzini,Male,1805,Genoa,,Italy,Europe,44.41111,8.93278,Politician,Government,Institutions,41,2638021,64342,24.5606,66.38751221
900340,Magda Goebbels,Female,1901,Berlin,,Germany,Europe,52.51667,13.38333,Companion,Companions,Public Figure,29,2690142,92764,24.5602,66.38570343
19665,Marc Bloch,Male,1886,Lyon,,France,Europe,45.76,4.84,Historian,History,Humanities,37,1085176,29329,24.5601,66.38525124
372898,Adriano Celentano,Male,1938,Milan,,Italy,Europe,,,Singer,Music,Arts,42,6398043,152334,24.5593,66.38163369
7575977,Matteo Ricci,Male,1552,Macerata,,Italy,Europe,43.3,13.45,Religious Figure,Religion,Institutions,35,1208850,34539,24.5586,66.37846833
58231,Bacchylides,Male,-510,Other,,Unknown,Unknown,,,Writer,Language,Humanities,26,228971,8807,24.5581,66.37620736
14572058,Zengi,Male,1087,Aleppo,,Syria,Asia,,,Politician,Government,Institutions,31,308674,9957,24.558,66.37575516
2141084,Bilal ibn Ribah,Male,580,Mecca,,Saudi Arabia,Asia,21.41667,39.81667,Religious Figure,Religion,Institutions,29,923839,31857,24.5578,66.37485078
68606,Ahaz,Male,-764,Other,,Unknown,Unknown,,,Politician,Government,Institutions,33,380100,11518,24.5577,66.37439858
239810,Pope John XIX,Male,950,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,46,367951,7999,24.5576,66.37394639
174316,James Chadwick,Male,1891,Bollington,,United Kingdom,Europe,53.298,-2.093,Physicist,Natural Sciences,Science & Technology,63,2479466,39357,24.5572,66.37213761
430391,Calvin Klein,Male,1942,New York,NY,United States,North America,40.8373,-73.886,Fashion Designer,Design,Arts,29,1867499,64397,24.5572,66.37213761
22196066,Henri Fayol,Male,1841,Istanbul,,Turkey,Asia,41.01224,28.97602,Economist,Social Sciences,Science & Technology,28,4341818,155065,24.5567,66.36987664
98568,Pope John XIII,Male,930,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,46,342413,7444,24.5564,66.36852006
43069,O. Henry,Male,1862,Greensboro,NC,United States,North America,36.08,-79.81944,Writer,Language,Humanities,47,3433314,73049,24.5563,66.36806787
573998,Jean Baptiste Perrin,Male,1870,Lille,,France,Europe,50.6278,3.0583,Physicist,Natural Sciences,Science & Technology,53,641235,12099,24.5563,66.36806787
300050,Pontormo,Male,1494,Empoli,,Italy,Europe,43.71667,10.95,Painter,Fine Arts,Arts,32,788873,24652,24.5563,66.36806787
1529,Ahmed III,Male,1673,Constanta,,Bulgaria,Europe,43.56667,27.83333,Politician,Government,Institutions,45,917948,20399,24.5562,66.36761567
70549,Margaret Tudor,Female,1489,London,,United Kingdom,Europe,51.46039,-0.31022,Companion,Companions,Public Figure,30,2767073,92236,24.5558,66.3658069
8138,Dino Zoff,Male,1942,Mariano del Friuli,,Italy,Europe,45.91667,13.46667,Coach,Team Sports,Sports,46,2247371,48856,24.5557,66.3653547
236780,Frederick William IV of Prussia,Male,1795,Berlin,,Germany,Europe,,,Politician,Government,Institutions,41,1304544,31818,24.5557,66.3653547
31522,Thomas Hunt Morgan,Male,1866,Lexington,KY,United States,North America,38.02972,-84.49472,Biologist,Natural Sciences,Science & Technology,47,1871678,39823,24.5554,66.36399812
38172,Igor Stravinsky,Male,1882,Lomonosov,,Russia,Europe,59.91667,29.76667,Composer,Music,Arts,88,10212624,116053,24.5543,66.35902398
147831,TomÃ¡Å¡ Masaryk,Male,1850,HodonÃ­n,,Czech Republic,Europe,48.84894,17.13222,Politician,Government,Institutions,49,1722604,35155,24.5518,66.34771913
163283,Heinrich Mann,Male,1871,LÃ¼beck,,Germany,Europe,53.86972,10.68639,Writer,Language,Humanities,39,1115229,28596,24.5513,66.34545816
21787,Nathaniel Hawthorne,Male,1804,Boston,MA,United States,North America,42.51685,-70.8985,Writer,Language,Humanities,50,5121582,102432,24.5505,66.34184061
46858,Henry VI of England,Male,1421,Berkshire,,United Kingdom,Europe,51.48333,-0.60417,Politician,Government,Institutions,52,4024019,77385,24.5501,66.34003183
42069,Brian May,Male,1947,London,,United Kingdom,Europe,51.422,-0.3667,Musician,Music,Arts,46,8514100,185089,24.5485,66.33279673
54449,Muzio Clementi,Male,1752,Rome,,Italy,Europe,41.9,12.5,Composer,Music,Arts,40,897178,22429,24.5481,66.33098795
354114,Girolamo Frescobaldi,Male,1583,Ferrara,,Italy,Europe,44.83333,11.61667,Composer,Music,Arts,30,554193,18473,24.548,66.33053576
153477,Charles I of Austria,Male,1887,Persenbeug-Gottsdorf,,Austria,Europe,48.18333,15.06667,Politician,Government,Institutions,45,2292046,50934,24.5479,66.33008357
68323,Susan Sarandon,Female,1946,New York,NY,United States,North America,40.75139,-73.88694,Actor,Film And Theatre,Arts,55,11565096,210274,24.5457,66.3201353
148201,Feodor III of Russia,Male,1661,Moscow,,Russia,Europe,55.75,37.61667,Politician,Government,Institutions,42,1038720,24731,24.5451,66.31742213
18425,Leopold von Sacher-Masoch,Male,1836,Lviv,,Ukraine,Europe,49.85,24.01667,Writer,Language,Humanities,34,1337069,39326,24.5451,66.31742213
74199,Romanos III,Male,968,Other,,Unknown,Unknown,,,Politician,Government,Institutions,33,225742,6841,24.5446,66.31516116
18951309,Ambrose Bierce,Male,1842,Meigs County,OH,United States,North America,39.08,-82.02,Writer,Language,Humanities,39,2410060,61796,24.5435,66.31018703
298396,Max Reger,Male,1873,Brand,,Germany,Europe,49.95,11.9,Composer,Music,Arts,37,765375,20686,24.5431,66.30837825
43823,Robert Altman,Male,1925,Kansas City,MO,United States,North America,39.09972,-94.57833,Film Director,Film And Theatre,Arts,43,2659910,61858,24.5427,66.30656948
14317,HergÃ©,Male,1907,Etterbeek,,Belgium,Europe,50.83333,4.38333,Comic Artist,Design,Arts,50,2997849,59957,24.5425,66.30566509
63001,Pope Mark,Male,270,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,55,346764,6305,24.5419,66.30295192
8095,Donald Knuth,Male,1938,Milwaukee,WI,United States,North America,43.05,-87.95,Computer Scientist,Computer Science,Science & Technology,62,2128683,34334,24.5415,66.30114315
240002,Johann Peter Gustav Lejeune Dirichlet,Male,1805,DÃ¼ren,,Germany,Europe,50.8,6.48333,Mathematician,Math,Science & Technology,43,541464,12592,24.5413,66.30023876
406119,Henri Cartier-Bresson,Male,1908,Chanteloup-en-Brie,,France,Europe,48.8556,2.74,Photographer,Fine Arts,Arts,36,4006791,111300,24.5401,66.29481243
78239,Julie Andrews,Female,1935,Walton-on-Thames,,United Kingdom,Europe,51.3868,-0.4133,Actor,Film And Theatre,Arts,55,12423025,225873,24.5398,66.29345585
363836,Pope John XV,Male,974,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,42,342149,8146,24.5393,66.29119488
297979,Camilo JosÃ© Cela,Male,1916,Padron,,Spain,Europe,,,Writer,Language,Humanities,58,1944279,33522,24.5392,66.29074268
15737,John Bardeen,Male,1908,Madison,WI,United States,North America,43.06667,-89.4,Physicist,Natural Sciences,Science & Technology,52,1244292,23929,24.5388,66.28893391
838139,Lycurgus,Male,-800,Other,,Unknown,Unknown,,,Politician,Government,Institutions,33,804673,24384,24.5378,66.28441197
42584,WÅ‚adysÅ‚aw III of Poland,Male,1424,KrakÃ³w,,Poland,Europe,50.06139,19.93833,Politician,Government,Institutions,34,869260,25566,24.5374,66.28260319
46670,Constantine VIII,Male,960,Other,,Unknown,Unknown,,,Politician,Government,Institutions,32,304115,9504,24.5362,66.27717686
23830,Pope John XXI,Male,1215,Lisbon,,Portugal,Europe,38.71389,-9.13944,Religious Figure,Religion,Institutions,48,656265,13672,24.5351,66.27220273
140677,Yazdgerd III,Male,590,Iran,,Iran,Asia,32,53,Politician,Government,Institutions,32,415626,12988,24.5351,66.27220273
24342,Pope Sergius II,Male,800,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,44,356662,8106,24.5341,66.26768079
49797,Emil Nolde,Male,1867,Southern Jutland,,Denmark,Europe,,,Painter,Fine Arts,Arts,34,1540873,45320,24.534,66.26722859
229201,Karl Barth,Male,1886,Basel,,Switzerland,Europe,47.56667,7.6,Writer,Language,Humanities,40,1739119,43478,24.5331,66.26315885
11472,"Frederick III, Holy Roman Emperor",Male,1415,Innsbruck,,Austria,Europe,47.26667,11.38333,Politician,Government,Institutions,43,377749,8785,24.5325,66.26044568
78209,Al-Razi,Male,865,Ray,,Iran,Asia,35.58333,51.43333,Physician,Medicine,Science & Technology,50,2108654,42173,24.5315,66.25592374
864824,Ivan Konev,Male,1897,Lodeyno,,Russia,Europe,,,Military Personnel,Military,Institutions,40,793749,19844,24.5314,66.25547155
331863,Ferdinand Foch,Male,1851,Tarbes,,France,Europe,43.23,0.07,Military Personnel,Military,Institutions,39,1717724,44044,24.5314,66.25547155
229656,Santiago Calatrava,Male,1951,Valencia,,Spain,Europe,,,Architect,Design,Arts,52,4136257,79543,24.5309,66.25321058
1223138,Vasili IV of Russia,Male,1552,Moscow,,Russia,Europe,55.75,37.61667,Politician,Government,Institutions,37,962207,26006,24.5304,66.25094961
24666,Pope Innocent XII,Male,1615,Spinazzola,,Italy,Europe,40.96667,16.08333,Religious Figure,Religion,Institutions,55,695630,12648,24.5299,66.24868864
866273,Giacomo Barozzi da Vignola,Male,1507,Vignola,,Italy,Europe,44.46667,11,Architect,Design,Arts,28,455087,16253,24.5297,66.24778425
796629,Max Scheler,Male,1874,Munich,,Germany,Europe,48.13333,11.56667,Philosopher,Philosophy,Humanities,35,1636235,46750,24.5287,66.24326231
24122,Pope Clement IX,Male,1600,Pistoia,,Italy,Europe,43.93333,10.91667,Religious Figure,Religion,Institutions,53,626473,11820,24.5286,66.24281011
18070,Lise Meitner,Female,1878,Vienna,,Austria,Europe,48.2,16.36667,Physicist,Natural Sciences,Science & Technology,49,1931765,39424,24.5284,66.24190573
59259,Yuan Shikai,Male,1859,Henan,,China,Asia,,,Politician,Government,Institutions,32,2707935,84623,24.5277,66.23874037
295700,Johann Nepomuk Hummel,Male,1778,Bratislava,,Slovakia,Europe,48.14389,17.10972,Composer,Music,Arts,36,803326,22315,24.5273,66.23693159
53395,Harry Houdini,Male,1874,Budapest,,Hungary,Europe,47.4925,19.05139,Magician,Media Personality,Public Figure,55,17630040,320546,24.5269,66.23512282
21490963,Chester A. Arthur,Male,1829,Fairfield,VT,United States,North America,44.81444,-72.92639,Politician,Government,Institutions,86,3792737,44102,24.5268,66.23467062
394312,Lutz Graf Schwerin von Krosigk,Male,1887,Rathmannsdorf,,Germany,Europe,50.93333,14.13333,Politician,Government,Institutions,37,978555,26447,24.5253,66.22788771
25945,Rem Koolhaas,Male,1944,Rotterdam,,Netherlands,Europe,51.91667,4.5,Architect,Design,Arts,38,2823768,74310,24.5251,66.22698332
140489,Hormizd I,Male,241,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,134262,5164,24.525,66.22653113
432000,Arthur Compton,Male,1892,Wooster,OH,United States,North America,40.80917,-81.93722,Physicist,Natural Sciences,Science & Technology,59,576141,9765,24.5249,66.22607893
1761,Andronikos II Palaiologos,Male,1259,Ä°znik,,Turkey,Asia,40.42917,29.72111,Politician,Government,Institutions,37,368407,9957,24.5234,66.21929602
2490118,JoaquÃ­n Rodrigo,Male,1901,Sagunto,,Spain,Europe,39.67639,-0.27333,Composer,Music,Arts,40,1385334,34633,24.523,66.21748725
467504,RubÃ©n DarÃ­o,Male,1867,Ciudad DarÃ­o,,Nicaragua,North America,12.71667,-86.11667,Writer,Language,Humanities,46,6614700,143798,24.5226,66.21567847
77891,Zeno,Male,425,Zenonopolis,,Turkey,Asia,,,Politician,Government,Institutions,44,276973,6295,24.5222,66.2138697
37943,Domenico Cimarosa,Male,1749,Aversa,,Italy,Europe,40.96667,14.2,Composer,Music,Arts,40,508975,12724,24.5221,66.2134175
24429,Pope Zosimus,Male,370,Mesoraca,Calabria,Italy,Europe,39.08194,16.7875,Religious Figure,Religion,Institutions,53,292179,5513,24.5217,66.21160873
67892,Enrico Caruso,Male,1873,Naples,,Italy,Europe,40.845,14.25833,Singer,Music,Arts,48,3758991,78312,24.5213,66.20979995
196238,Konstantin von Neurath,Male,1873,Vaihingen,,Germany,Europe,48.93278,8.95639,Politician,Government,Institutions,35,867024,24772,24.5211,66.20889556
23959,Pope Marcellus II,Male,1501,Montefano,,Italy,Europe,43.41667,13.43333,Religious Figure,Religion,Institutions,51,771365,15125,24.5203,66.20527801
331643,Ante PaveliÄ‡,Male,1889,Konjic,,Bosnia And Herzegovina,Europe,,,Politician,Government,Institutions,35,1504432,42984,24.5203,66.20527801
28361679,BahÃ¡'u'llÃ¡h,Male,1817,Tehran,,Iran,Asia,35.69611,51.42306,Religious Figure,Religion,Institutions,60,1725891,28765,24.5198,66.20301704
81669,Claude Lorrain,Male,1600,Vosges,,France,Europe,48.16667,6.41667,Painter,Fine Arts,Arts,29,1083044,37346,24.5197,66.20256484
200521,Harry Martinson,Male,1904,JÃ¤mshÃ¶g,,Sweden,Europe,56.23333,14.51667,Writer,Language,Humanities,55,607396,11044,24.5189,66.19894729
46789,Jean-Baptiste Say,Male,1767,Lyon,,France,Europe,45.76,4.84,Economist,Social Sciences,Science & Technology,30,1010218,33674,24.5179,66.19442535
46744,Elizabeth Bowes-Lyon,Female,1900,Hitchin,,United Kingdom,Europe,51.947,-0.283,Nobleman,Government,Institutions,42,7569535,180227,24.5175,66.19261658
27007,Samuel Morse,Male,1791,Boston,MA,United States,North America,42.37528,-71.06444,Inventor,Invention,Science & Technology,63,6631578,105263,24.5172,66.19125999
192196,Valentina Tereshkova,Female,1937,Bolshoye Maslennikovo,,Russia,Europe,57.70444,39.46917,Astronaut,Explorers,Exploration,69,2939104,42596,24.5171,66.1908078
1539420,Francis de Sales,Male,1567,Savoy,,France,Europe,45.99444,6.25833,Religious Figure,Religion,Institutions,37,1430826,38671,24.5167,66.18899902
23936,Pope Martin IV,Male,1210,Touraine,,France,Europe,47.4,0.68333,Religious Figure,Religion,Institutions,46,417917,9085,24.5157,66.18447708
24002071,Selma LagerlÃ¶f,Female,1858,VÃ¤rmland,,Sweden,Europe,,,Writer,Language,Humanities,69,3678236,53308,24.5151,66.18176392
1030288,Henri Moissan,Male,1852,Paris,,France,Europe,48.8567,2.3508,Chemist,Natural Sciences,Science & Technology,51,449011,8804,24.5146,66.17950295
19544100,Albert Hofmann,Male,1906,Baden,,Switzerland,Europe,47.46667,8.3,Chemist,Natural Sciences,Science & Technology,48,4339808,90413,24.5143,66.17814637
37931,Pietro Mascagni,Male,1863,Livorno,,Italy,Europe,43.55,10.31667,Composer,Music,Arts,44,1070556,24331,24.5127,66.17091126
143794,Abraham ibn Ezra,Male,1089,Tudela,,Spain,Europe,42.06528,-1.60667,Philosopher,Philosophy,Humanities,31,434472,14015,24.5121,66.1681981
